epoch,train_loss,val_loss,val_acc,val_f1,val_precision,val_recall
1,1.5663954202543224,0.709428186423447,0.7694131594546533,0.519182932410334,0.5311059578198504,0.5489903251374817
2,1.0607922399776024,0.9164978811963344,0.6318909306461173,0.5830696842437476,0.7009010555895622,0.5807560022660964
3,0.8764241941665348,0.8030192962073734,0.7172495554238293,0.6064535516791402,0.5754277821137526,0.7022505415966378
4,0.7137799058828438,0.8118045858278031,0.6988737403675163,0.642191193566617,0.6736176477432626,0.6920160956069845
5,0.6226408445782828,0.6368090685614398,0.7646710136336692,0.689265958454608,0.6766863013747183,0.7401839033432133
6,0.5308075823412652,0.9680794756859541,0.7030231179608772,0.618983199336121,0.5778394539264105,0.7465255292199496
7,0.45890828829846886,0.7133419497699385,0.7374036751630113,0.7230857581822835,0.7357559529165779,0.7546706096552346
8,0.4134538936706489,0.6544237031181618,0.7972732661529343,0.7591282135390254,0.7536026033429536,0.7966712607823361
9,0.341289855892721,0.8091107468025653,0.8174273858921162,0.7374900277815473,0.7582815606270634,0.7655197828348532
10,0.2948247779552874,0.6053250583649521,0.8298755186721992,0.7652598778808495,0.7599046073473332,0.781535533154924
11,0.2451664115735248,0.7543951883292298,0.8636633076467102,0.7429147165700835,0.7996042941278684,0.7106234107720767
12,0.20608400253971157,0.6727873224791296,0.8624777711914642,0.7750782215140791,0.8124887320304314,0.7554170215206366
13,0.19293101602601573,0.7404075884977586,0.8524007113218731,0.755510529079875,0.7724821811861541,0.753524499662151
14,0.13191989754845404,0.8627591014304362,0.8589211618257261,0.7452658062829843,0.7928175754261407,0.713622159763698
15,0.1165309872611001,0.9165670890285237,0.8666271487848252,0.7533215003796523,0.8412778640833718,0.7105561035862707
16,0.13804482547821592,0.9365272336159558,0.8767042086544161,0.7858181263514697,0.8332703873156685,0.752342439442475
17,0.10756372583288012,1.0668681563085403,0.8743331357439241,0.7860625668873384,0.8304606571386947,0.7517489639364093
18,0.09855625171134817,1.0220838302219575,0.8737403675163011,0.7740700023619569,0.820675493833959,0.7382300341442047
19,0.09622705547369964,1.0630521003231095,0.8737403675163011,0.7771564094016574,0.8194723034864959,0.7443020163094405
20,0.09804771211386476,1.0615551889158539,0.8749259039715471,0.7755969860583661,0.8189138504955942,0.7426827603914369
