epoch,train_loss,val_loss,val_acc,val_f1,val_precision,val_recall
1,1.5775548264665424,1.5059306621551514,0.07172495554238292,0.07274284376725994,0.17950340379650295,0.1997251183387094
2,1.1142951019530027,0.6172145533340948,0.6644931831653823,0.5323202253983472,0.4960889553747942,0.6491855424216311
3,0.5252296497237008,0.34277862317308233,0.7735625370480143,0.7003898877355088,0.6516906147429727,0.773047560894944
4,0.316708504872502,0.362077746540308,0.7753408417308832,0.7383802149031465,0.7090558021155707,0.7954433998893148
5,0.21954359465612555,0.36890785499579376,0.7640782454060462,0.7418578625805797,0.7209468132523978,0.7986606896672971
6,0.16430543447440527,0.27718568255228027,0.8026081802015412,0.7712465152482235,0.7643699252185926,0.8058851563004433
7,0.1349361460163908,0.3566533852092646,0.7705986959098993,0.7592913498883777,0.7399395735289099,0.8145058393434877
8,0.115520419658355,0.28787267332275707,0.8174273858921162,0.7811036263571659,0.7978891946651256,0.7926303676634449
9,0.1002810425212923,0.26723224266121787,0.8464730290456431,0.7970627329462856,0.7916786587916516,0.8154325091264741
10,0.0919148574389939,0.24140590703959955,0.8761114404267931,0.8110132628392938,0.8413437831178646,0.7999460948085595
11,0.0792496166596154,0.23284562339109402,0.8743331357439241,0.8138792727362948,0.8349489416596326,0.8097495501620079
12,0.06655438906811881,0.24878385627892352,0.8844101956135151,0.8177113959520723,0.849615615400393,0.7974752765271205
13,0.06350033834822616,0.31148889044265227,0.8340248962655602,0.7721038542751689,0.8006027332456765,0.7812092065069921
14,0.06322640401117925,0.2826627274216325,0.8601066982809722,0.7928335757998559,0.8233949460277794,0.7862331899506253
15,0.05188873247682767,0.28580223581822656,0.8737403675163011,0.8176805488657024,0.8435981463421462,0.8057607395666226
16,0.05073481642658699,0.3185632260434364,0.8446947243627742,0.7931617379230926,0.7924298796327609,0.8112376841377433
17,0.05227936824063226,0.25062072384780215,0.8867812685240071,0.8070084572863939,0.8385596834724438,0.7893945481665234
18,0.04642589629039098,0.26131300168560334,0.8897451096621221,0.8416568459244999,0.8545076190373333,0.8341380539908537
19,0.044517488390172145,0.31725244082648446,0.8731475992886781,0.8071161838160129,0.8448763957865737,0.7929030627036846
20,0.03894871791367823,0.274564367439005,0.8915234143449912,0.8118972469549183,0.8429859504098607,0.7991081395989438
21,0.033982053395791224,0.3005366339028249,0.8790752815649081,0.8063622294213503,0.8421644183317664,0.7902239612725179
22,0.03737057545793436,0.3151423438062516,0.8897451096621221,0.8105726422089757,0.8528685119983138,0.7891824650514332
23,0.02979955171346928,0.3187249402667644,0.8921161825726142,0.8144311485725926,0.8571667881276824,0.780784350093458
24,0.032921622093230976,0.32748897895166246,0.8909306461173682,0.8065402146419459,0.8562234851553093,0.7723860233363256
25,0.033415091020837076,0.30426460925520116,0.8921161825726142,0.8093182699008502,0.8488093332222036,0.7845516209224906
