epoch,train_loss,val_loss,val_acc,val_f1,val_precision,val_recall
1,1.607164806859535,0.7516332746050517,0.744555620953502,0.4913003782448902,0.7017902983097086,0.49655603573126866
2,1.1785967659009131,0.8175086346520505,0.6786344908769865,0.5764773729389489,0.5513062564603843,0.6646874152915528
3,0.902824324264861,0.6142944099092987,0.7751618599175986,0.6646850018104893,0.6982917621929591,0.6738775790366381
4,0.7557250432016557,0.5759220888238059,0.8216597998822837,0.6886501462183573,0.7380467550155682,0.6750152513768917
5,0.6862079483375215,0.7093301918751127,0.7663331371394938,0.6767815285663753,0.6574387968479192,0.7351006233690638
6,0.5872914517919222,0.5516494542334072,0.7957622130665097,0.6741410895599828,0.6770272582542252,0.7050953127043236
7,0.47908174451767355,0.5502646863722885,0.7987051206592113,0.6899486505152878,0.6797266405011536,0.7207290318990841
8,0.4358461710379312,0.6243106613319341,0.8016480282519128,0.7267766398122978,0.6963262303701175,0.7829407703498446
9,0.3790067428657622,0.48279702032729327,0.8563861094761624,0.7334285262933474,0.7703468634864395,0.7365761635473912
10,0.2764400671432285,0.5555493483019822,0.8581518540317834,0.7483783287367268,0.8053126292839067,0.722442988524161
11,0.25396931704721953,0.5896488047651922,0.8475573866980577,0.7460237681921165,0.7697183074653775,0.7302196292499553
12,0.22668778233867334,0.5282959910031756,0.8605061801059447,0.7757590726301314,0.7864053415551585,0.7681303850718243
13,0.1853111333293399,0.645309278778781,0.8693349028840495,0.7889832634947435,0.8111585390145288,0.7729975131858074
14,0.1720413178884069,0.7009698293079798,0.8711006474396704,0.763324917999422,0.7783637113258987,0.7639306665484045
15,0.13259461776046041,0.7543756576553124,0.8663919952913478,0.779064010516314,0.7913563389660425,0.7732954747928877
16,0.08834426429763736,0.7975510756165329,0.8669805768098882,0.7894402547603419,0.8151229412540646,0.7705601218267732
17,0.11444211140984216,0.9182072749367698,0.8711006474396704,0.7817037840109913,0.7932287941418993,0.7761917892333731
18,0.09530517184323622,0.8341128583385949,0.8705120659211301,0.7921534824163767,0.8026460861659176,0.7853397785870679
19,0.08065874191931008,0.8627495953190537,0.8663919952913478,0.7787732973673747,0.7981009708612614,0.7638276208104153
20,0.09141104439370298,0.8683126764774602,0.8728663919952914,0.783941684848111,0.8101671819376987,0.7642653273995503
